 -1.40933228  -1.40933228  -1.40933228  -1.40933228  -1.40933228  -1.40933228  -1.40933228  -1.40933228  -1.40933228  -1.40933228  -1.40933228  -1.40933228  -1.40933228  -1.40933228  -1.40933228  -1.40933228  -1.40933228  -1.40933228  -1.40933228  -1.40933228  -1.40933228  -1.40933228  -1.40933228  -1.40933228  -1.40933228  -1.40933228  -1.40933228  -1.40933228  -1.40933228  -1.40933228  -1.40933228  -1.40933228  -1.40933228  -1.40933228  -1.40933228  -1.40933228  -1.40933228  -1.40933228  -1.40933228  -1.40933228  -1.40933228  -1.40933228  -1.40933228  -1.40933228  -1.40933228  -1.40933228  -1.40933228  -1.40933228  -1.40933228  -1.40933228  -1.40933228  -1.40933228  -1.40933228  -1.40933228  -1.40933228  -1.40933228  -1.40933228  -1.40933228  -1.40933228  -1.40933228  -1.40933228  -1.40933228  -1.40933228  -1.40933228  -1.40933228  -1.40933228  -1.40933228  -1.40933228  -1.40933228  -1.40933228  -1.40933228  -1.40933228  -1.40933228 
 -1.31936646  -1.31936646  -1.31936646  -1.31936646  -1.31936646  -1.31936646  -1.31936646  -1.31936646  -1.31936646  -1.31936646  -1.31936646  -1.31936646  -1.31936646  -1.31936646  -1.31936646  -1.31936646  -1.31936646  -1.31936646  -1.31936646  -1.31936646  -1.31936646  -1.31936646  -1.31936646  -1.31936646  -1.31936646  -1.31936646  -1.31936646  -1.31936646  -1.31936646  -1.31936646  -1.31936646  -1.31936646  -1.31936646  -1.31936646  -1.31936646  -1.31936646  -1.31936646  -1.31936646  -1.31936646  -1.31936646  -1.31936646  -1.31936646  -1.31936646  -1.31936646  -1.31936646  -1.31936646  -1.31936646  -1.31936646  -1.31936646  -1.31936646  -1.31936646  -1.31936646  -1.31936646  -1.31936646  -1.31936646  -1.31936646  -1.31936646  -1.31936646  -1.31936646  -1.31936646  -1.31936646  -1.31936646  -1.31936646  -1.31936646  -1.31936646  -1.31936646  -1.31936646  -1.31936646  -1.31936646  -1.31936646  -1.31936646  -1.31936646  -1.31936646 
 -1.22938538  -1.22938538  -1.22938538  -1.22938538  -1.22938538  -1.22938538  -1.22938538  -1.22938538  -1.22938538  -1.22938538  -1.22938538  -1.22938538  -1.22938538  -1.22938538  -1.22938538  -1.22938538  -1.22938538  -1.22938538  -1.22938538  -1.22938538  -1.22938538  -1.22938538  -1.22938538  -1.22938538  -1.22938538  -1.22938538  -1.22938538  -1.22938538  -1.22938538  -1.22938538  -1.22938538  -1.22938538  -1.22938538  -1.22938538  -1.22938538  -1.22938538  -1.22938538  -1.22938538  -1.22938538  -1.22938538  -1.22938538  -1.22938538  -1.22938538  -1.22938538  -1.22938538  -1.22938538  -1.22938538  -1.22938538  -1.22938538  -1.22938538  -1.22938538  -1.22938538  -1.22938538  -1.22938538  -1.22938538  -1.22938538  -1.22938538  -1.22938538  -1.22938538  -1.22938538  -1.22938538  -1.22938538  -1.22938538  -1.22938538  -1.22938538  -1.22938538  -1.22938538  -1.22938538  -1.22938538  -1.22938538  -1.22938538  -1.22938538  -1.22938538 
 -1.13940430  -1.13940430  -1.13940430  -1.13940430  -1.13940430  -1.13940430  -1.13940430  -1.13940430  -1.13940430  -1.13940430  -1.13940430  -1.13940430  -1.13940430  -1.13940430  -1.13940430  -1.13940430  -1.13940430  -1.13940430  -1.13940430  -1.13940430  -1.13940430  -1.13940430  -1.13940430  -1.13940430  -1.13940430  -1.13940430  -1.13940430  -1.13940430  -1.13940430  -1.13940430  -1.13940430  -1.13940430  -1.13940430  -1.13940430  -1.13940430  -1.13940430  -1.13940430  -1.13940430  -1.13940430  -1.13940430  -1.13940430  -1.13940430  -1.13940430  -1.13940430  -1.13940430  -1.13940430  -1.13940430  -1.13940430  -1.13940430  -1.13940430  -1.13940430  -1.13940430  -1.13940430  -1.13940430  -1.13940430  -1.13940430  -1.13940430  -1.13940430  -1.13940430  -1.13940430  -1.13940430  -1.13940430  -1.13940430  -1.13940430  -1.13940430  -1.13940430  -1.13940430  -1.13940430  -1.13940430  -1.13940430  -1.13940430  -1.13940430  -1.13940430 
 -1.04943085  -1.04943085  -1.04943085  -1.04943085  -1.04943085  -1.04943085  -1.04943085  -1.04943085  -1.04943085  -1.04943085  -1.04943085  -1.04943085  -1.04943085  -1.04943085  -1.04943085  -1.04943085  -1.04943085  -1.04943085  -1.04943085  -1.04943085  -1.04943085  -1.04943085  -1.04943085  -1.04943085  -1.04943085  -1.04943085  -1.04943085  -1.04943085  -1.04943085  -1.04943085  -1.04943085  -1.04943085  -1.04943085  -1.04943085  -1.04943085  -1.04943085  -1.04943085  -1.04943085  -1.04943085  -1.04943085  -1.04943085  -1.04943085  -1.04943085  -1.04943085  -1.04943085  -1.04943085  -1.04943085  -1.04943085  -1.04943085  -1.04943085  -1.04943085  -1.04943085  -1.04943085  -1.04943085  -1.04943085  -1.04943085  -1.04943085  -1.04943085  -1.04943085  -1.04943085  -1.04943085  -1.04943085  -1.04943085  -1.04943085  -1.04943085  -1.04943085  -1.04943085  -1.04943085  -1.04943085  -1.04943085  -1.04943085  -1.04943085  -1.04943085 
 -0.95944977  -0.95944977  -0.95944977  -0.95944977  -0.95944977  -0.95944977  -0.95944977  -0.95944977  -0.95944977  -0.95944977  -0.95944977  -0.95944977  -0.95944977  -0.95944977  -0.95944977  -0.95944977  -0.95944977  -0.95944977  -0.95944977  -0.95944977  -0.95944977  -0.95944977  -0.95944977  -0.95944977  -0.95944977  -0.95944977  -0.95944977  -0.95944977  -0.95944977  -0.95944977  -0.95944977  -0.95944977  -0.95944977  -0.95944977  -0.95944977  -0.95944977  -0.95944977  -0.95944977  -0.95944977  -0.95944977  -0.95944977  -0.95944977  -0.95944977  -0.95944977  -0.95944977  -0.95944977  -0.95944977  -0.95944977  -0.95944977  -0.95944977  -0.95944977  -0.95944977  -0.95944977  -0.95944977  -0.95944977  -0.95944977  -0.95944977  -0.95944977  -0.95944977  -0.95944977  -0.95944977  -0.95944977  -0.95944977  -0.95944977  -0.95944977  -0.95944977  -0.95944977  -0.95944977  -0.95944977  -0.95944977  -0.95944977  -0.95944977  -0.95944977 
 -0.86946869  -0.86946869  -0.86946869  -0.86946869  -0.86946869  -0.86946869  -0.86946869  -0.86946869  -0.86946869  -0.86946869  -0.86946869  -0.86946869  -0.86946869  -0.86946869  -0.86946869  -0.86946869  -0.86946869  -0.86946869  -0.86946869  -0.86946869  -0.86946869  -0.86946869  -0.86946869  -0.86946869  -0.86946869  -0.86946869  -0.86946869  -0.86946869  -0.86946869  -0.86946869  -0.86946869  -0.86946869  -0.86946869  -0.86946869  -0.86946869  -0.86946869  -0.86946869  -0.86946869  -0.86946869  -0.86946869  -0.86946869  -0.86946869  -0.86946869  -0.86946869  -0.86946869  -0.86946869  -0.86946869  -0.86946869  -0.86946869  -0.86946869  -0.86946869  -0.86946869  -0.86946869  -0.86946869  -0.86946869  -0.86946869  -0.86946869  -0.86946869  -0.86946869  -0.86946869  -0.86946869  -0.86946869  -0.86946869  -0.86946869  -0.86946869  -0.86946869  -0.86946869  -0.86946869  -0.86946869  -0.86946869  -0.86946869  -0.86946869  -0.86946869 
 -0.77948761  -0.77948761  -0.77948761  -0.77948761  -0.77948761  -0.77948761  -0.77948761  -0.77948761  -0.77948761  -0.77948761  -0.77948761  -0.77948761  -0.77948761  -0.77948761  -0.77948761  -0.77948761  -0.77948761  -0.77948761  -0.77948761  -0.77948761  -0.77948761  -0.77948761  -0.77948761  -0.77948761  -0.77948761  -0.77948761  -0.77948761  -0.77948761  -0.77948761  -0.77948761  -0.77948761  -0.77948761  -0.77948761  -0.77948761  -0.77948761  -0.77948761  -0.77948761  -0.77948761  -0.77948761  -0.77948761  -0.77948761  -0.77948761  -0.77948761  -0.77948761  -0.77948761  -0.77948761  -0.77948761  -0.77948761  -0.77948761  -0.77948761  -0.77948761  -0.77948761  -0.77948761  -0.77948761  -0.77948761  -0.77948761  -0.77948761  -0.77948761  -0.77948761  -0.77948761  -0.77948761  -0.77948761  -0.77948761  -0.77948761  -0.77948761  -0.77948761  -0.77948761  -0.77948761  -0.77948761  -0.77948761  -0.77948761  -0.77948761  -0.77948761 
 -0.68949890  -0.68949890  -0.68949890  -0.68949890  -0.68949890  -0.68949890  -0.68949890  -0.68949890  -0.68949890  -0.68949890  -0.68949890  -0.68949890  -0.68949890  -0.68949890  -0.68949890  -0.68949890  -0.68949890  -0.68949890  -0.68949890  -0.68949890  -0.68949890  -0.68949890  -0.68949890  -0.68949890  -0.68949890  -0.68949890  -0.68949890  -0.68949890  -0.68949890  -0.68949890  -0.68949890  -0.68949890  -0.68949890  -0.68949890  -0.68949890  -0.68949890  -0.68949890  -0.68949890  -0.68949890  -0.68949890  -0.68949890  -0.68949890  -0.68949890  -0.68949890  -0.68949890  -0.68949890  -0.68949890  -0.68949890  -0.68949890  -0.68949890  -0.68949890  -0.68949890  -0.68949890  -0.68949890  -0.68949890  -0.68949890  -0.68949890  -0.68949890  -0.68949890  -0.68949890  -0.68949890  -0.68949890  -0.68949890  -0.68949890  -0.68949890  -0.68949890  -0.68949890  -0.68949890  -0.68949890  -0.68949890  -0.68949890  -0.68949890  -0.68949890 
 -0.59951019  -0.59951019  -0.59951019  -0.59951019  -0.59951019  -0.59951019  -0.59951019  -0.59951019  -0.59951019  -0.59951019  -0.59951019  -0.59951019  -0.59951019  -0.59951019  -0.59951019  -0.59951019  -0.59951019  -0.59951019  -0.59951019  -0.59951019  -0.59951019  -0.59951019  -0.59951019  -0.59951019  -0.59951019  -0.59951019  -0.59951019  -0.59951019  -0.59951019  -0.59951019  -0.59951019  -0.59951019  -0.59951019  -0.59951019  -0.59951019  -0.59951019  -0.59951019  -0.59951019  -0.59951019  -0.59951019  -0.59951019  -0.59951019  -0.59951019  -0.59951019  -0.59951019  -0.59951019  -0.59951019  -0.59951019  -0.59951019  -0.59951019  -0.59951019  -0.59951019  -0.59951019  -0.59951019  -0.59951019  -0.59951019  -0.59951019  -0.59951019  -0.59951019  -0.59951019  -0.59951019  -0.59951019  -0.59951019  -0.59951019  -0.59951019  -0.59951019  -0.59951019  -0.59951019  -0.59951019  -0.59951019  -0.59951019  -0.59951019  -0.59951019 
 -0.50952148  -0.50952148  -0.50952148  -0.50952148  -0.50952148  -0.50952148  -0.50952148  -0.50952148  -0.50952148  -0.50952148  -0.50952148  -0.50952148  -0.50952148  -0.50952148  -0.50952148  -0.50952148  -0.50952148  -0.50952148  -0.50952148  -0.50952148  -0.50952148  -0.50952148  -0.50952148  -0.50952148  -0.50952148  -0.50952148  -0.50952148  -0.50952148  -0.50952148  -0.50952148  -0.50952148  -0.50952148  -0.50952148  -0.50952148  -0.50952148  -0.50952148  -0.50952148  -0.50952148  -0.50952148  -0.50952148  -0.50952148  -0.50952148  -0.50952148  -0.50952148  -0.50952148  -0.50952148  -0.50952148  -0.50952148  -0.50952148  -0.50952148  -0.50952148  -0.50952148  -0.50952148  -0.50952148  -0.50952148  -0.50952148  -0.50952148  -0.50952148  -0.50952148  -0.50952148  -0.50952148  -0.50952148  -0.50952148  -0.50952148  -0.50952148  -0.50952148  -0.50952148  -0.50952148  -0.50952148  -0.50952148  -0.50952148  -0.50952148  -0.50952148 
 -0.41952515  -0.41952515  -0.41952515  -0.41952515  -0.41952515  -0.41952515  -0.41952515  -0.41952515  -0.41952515  -0.41952515  -0.41952515  -0.41952515  -0.41952515  -0.41952515  -0.41952515  -0.41952515  -0.41952515  -0.41952515  -0.41952515  -0.41952515  -0.41952515  -0.41952515  -0.41952515  -0.41952515  -0.41952515  -0.41952515  -0.41952515  -0.41952515  -0.41952515  -0.41952515  -0.41952515  -0.41952515  -0.41952515  -0.41952515  -0.41952515  -0.41952515  -0.41952515  -0.41952515  -0.41952515  -0.41952515  -0.41952515  -0.41952515  -0.41952515  -0.41952515  -0.41952515  -0.41952515  -0.41952515  -0.41952515  -0.41952515  -0.41952515  -0.41952515  -0.41952515  -0.41952515  -0.41952515  -0.41952515  -0.41952515  -0.41952515  -0.41952515  -0.41952515  -0.41952515  -0.41952515  -0.41952515  -0.41952515  -0.41952515  -0.41952515  -0.41952515  -0.41952515  -0.41952515  -0.41952515  -0.41952515  -0.41952515  -0.41952515  -0.41952515 
 -0.32953644  -0.32953644  -0.32953644  -0.32953644  -0.32953644  -0.32953644  -0.32953644  -0.32953644  -0.32953644  -0.32953644  -0.32953644  -0.32953644  -0.32953644  -0.32953644  -0.32953644  -0.32953644  -0.32953644  -0.32953644  -0.32953644  -0.32953644  -0.32953644  -0.32953644  -0.32953644  -0.32953644  -0.32953644  -0.32953644  -0.32953644  -0.32953644  -0.32953644  -0.32953644  -0.32953644  -0.32953644  -0.32953644  -0.32953644  -0.32953644  -0.32953644  -0.32953644  -0.32953644  -0.32953644  -0.32953644  -0.32953644  -0.32953644  -0.32953644  -0.32953644  -0.32953644  -0.32953644  -0.32953644  -0.32953644  -0.32953644  -0.32953644  -0.32953644  -0.32953644  -0.32953644  -0.32953644  -0.32953644  -0.32953644  -0.32953644  -0.32953644  -0.32953644  -0.32953644  -0.32953644  -0.32953644  -0.32953644  -0.32953644  -0.32953644  -0.32953644  -0.32953644  -0.32953644  -0.32953644  -0.32953644  -0.32953644  -0.32953644  -0.32953644 
